amount,weight,avg_price,yyyy,mm,dd,origin_군산,origin_대천,origin_완도,standard_12/13미,standard_13/14미,standard_14/15미,standard_15/16미
26954,69,1.0,22500,2021,3,1,0,0,1,0,0,1,0
26955,6,1.0,23000,2021,3,1,0,0,1,0,0,0,1
26971,104,1.0,24900,2021,3,2,0,0,1,1,0,0,0
26972,93,1.0,23600,2021,3,2,0,0,1,0,1,0,0
26973,34,1.0,23000,2021,3,2,0,0,1,0,0,1,0
26974,57,1.0,22000,2021,3,2,0,0,1,0,0,0,1
26992,57,1.0,25000,2021,3,3,0,0,1,1,0,0,0
26993,56,1.0,23200,2021,3,3,0,0,1,0,1,0,0
26994,34,1.0,23000,2021,3,3,0,0,1,0,0,1,0
26995,58,1.0,22000,2021,3,3,0,0,1,0,0,0,1
27012,35,1.0,25000,2021,3,4,0,0,1,1,0,0,0
27013,11,1.0,21000,2021,3,4,0,0,1,0,1,0,0
27014,23,1.0,23500,2021,3,4,0,0,1,0,0,1,0
27015,12,1.0,22000,2021,3,4,0,0,1,0,0,0,1
27032,56,1.0,24600,2021,3,5,0,0,1,1,0,0,0
27033,44,1.0,23800,2021,3,5,0,0,1,0,1,0,0
27034,34,1.0,23000,2021,3,5,0,0,1,0,0,1,0
27035,68,1.0,21800,2021,3,5,0,0,1,0,0,0,1
27051,23,1.0,27500,2021,3,6,0,0,1,1,0,0,0
27052,104,1.0,24100,2021,3,6,0,0,1,0,1,0,0
27053,93,1.0,23600,2021,3,6,0,0,1,0,0,1,0
27054,94,1.0,23500,2021,3,6,0,0,1,0,0,0,1
27072,58,1.0,24400,2021,3,8,0,0,1,1,0,0,0
27073,82,1.0,24000,2021,3,8,0,0,1,0,1,0,0
27074,94,1.0,22800,2021,3,8,0,0,1,0,0,1,0
27075,84,1.0,22900,2021,3,8,0,0,1,0,0,0,1
27091,115,1.0,24800,2021,3,9,0,0,1,1,0,0,0
27092,34,1.0,22000,2021,3,9,0,0,1,0,1,0,0
27093,115,1.0,22700,2021,3,9,0,0,1,0,0,1,0
27112,70,1.0,23800,2021,3,10,0,0,1,1,0,0,0
27113,44,1.0,21200,2021,3,10,0,0,1,0,1,0,0
27114,56,1.0,22200,2021,3,10,0,0,1,0,0,1,0
27131,88,1.0,24100,2021,3,11,0,0,1,1,0,0,0
27132,22,1.0,23500,2021,3,11,0,0,1,0,1,0,0
27133,45,1.0,22000,2021,3,11,0,0,1,0,0,1,0
27134,59,1.0,21600,2021,3,11,0,0,1,0,0,0,1
27153,76,1.0,23700,2021,3,12,0,0,1,1,0,0,0
27154,122,1.0,23100,2021,3,12,0,0,1,0,1,0,0
27155,75,1.0,22400,2021,3,12,0,0,1,0,0,1,0
27157,23,1.0,19500,2021,3,12,0,0,1,0,0,0,1
27172,121,1.0,24200,2021,3,13,0,0,1,1,0,0,0
27174,90,1.0,22900,2021,3,13,0,0,1,0,1,0,0
27175,22,1.0,23000,2021,3,13,0,0,1,0,0,1,0
27176,55,1.0,22800,2021,3,13,0,0,1,0,0,0,1
27192,111,1.0,23700,2021,3,15,0,0,1,1,0,0,0
27194,111,1.0,22100,2021,3,15,0,0,1,0,1,0,0
27195,78,1.0,22400,2021,3,15,0,0,1,0,0,1,0
27196,137,1.0,21300,2021,3,15,0,0,1,0,0,0,1
27211,114,1.0,22100,2021,3,16,0,0,1,1,0,0,0
27213,124,1.0,22400,2021,3,16,0,0,1,0,1,0,0
27214,100,1.0,22000,2021,3,16,0,0,1,0,0,1,0
27215,70,1.0,22500,2021,3,16,0,0,1,0,0,0,1
27232,170,1.0,24000,2021,3,17,0,0,1,1,0,0,0
27233,110,1.0,22200,2021,3,17,0,0,1,0,1,0,0
27234,100,1.0,21700,2021,3,17,0,0,1,0,0,1,0
27235,129,1.0,21500,2021,3,17,0,0,1,0,0,0,1
27252,67,1.0,23800,2021,3,18,0,0,1,1,0,0,0
27253,80,1.0,23900,2021,3,18,0,0,1,0,1,0,0
27254,57,1.0,22800,2021,3,18,0,0,1,0,0,1,0
27255,35,1.0,20300,2021,3,18,0,0,1,0,0,0,1
27272,110,1.0,21600,2021,3,19,0,0,1,1,0,0,0
27273,121,1.0,22300,2021,3,19,0,0,1,0,1,0,0
27274,90,1.0,22300,2021,3,19,0,0,1,0,0,1,0
27275,120,1.0,20400,2021,3,19,0,0,1,0,0,0,1
27291,112,1.0,23900,2021,3,20,0,0,1,1,0,0,0
27292,112,1.0,22600,2021,3,20,0,0,1,0,1,0,0
27293,57,1.0,22000,2021,3,20,0,0,1,0,0,1,0
27294,142,1.0,20200,2021,3,20,0,0,1,0,0,0,1
27311,204,1.0,23200,2021,3,22,0,0,1,1,0,0,0
27312,112,1.0,21600,2021,3,22,0,0,1,0,1,0,0
27313,156,1.0,21900,2021,3,22,0,0,1,0,0,1,0
27314,141,1.0,20200,2021,3,22,0,0,1,0,0,0,1
27333,142,1.0,22200,2021,3,23,0,0,1,1,0,0,0
27334,89,1.0,22500,2021,3,23,0,0,1,0,1,0,0
27335,78,1.0,22000,2021,3,23,0,0,1,0,0,1,0
27336,68,1.0,20700,2021,3,23,0,0,1,0,0,0,1
27353,156,1.0,22600,2021,3,24,0,0,1,1,0,0,0
27354,100,1.0,22100,2021,3,24,0,0,1,0,1,0,0
27355,67,1.0,21800,2021,3,24,0,0,1,0,0,1,0
27356,34,1.0,21700,2021,3,24,0,0,1,0,0,0,1
27372,57,1.0,21600,2021,3,25,0,0,1,1,0,0,0
27374,100,1.0,22100,2021,3,25,0,0,1,0,1,0,0
27375,65,1.0,21500,2021,3,25,0,0,1,0,0,1,0
27376,69,1.0,21700,2021,3,25,0,0,1,0,0,0,1
27391,173,1.0,22900,2021,3,26,0,0,1,1,0,0,0
27393,149,1.0,22000,2021,3,26,0,0,1,0,1,0,0
27394,173,1.0,21900,2021,3,26,0,0,1,0,0,1,0
27395,95,1.0,20300,2021,3,26,0,0,1,0,0,0,1
27411,79,1.0,23100,2021,3,27,0,0,1,1,0,0,0
27413,148,1.0,20600,2021,3,27,0,0,1,0,1,0,0
27414,82,1.0,22000,2021,3,27,0,0,1,0,0,1,0
27415,43,1.0,21400,2021,3,27,0,0,1,0,0,0,1
27452,101,1.0,23000,2021,3,30,0,0,1,1,0,0,0
27453,85,1.0,21900,2021,3,30,0,0,1,0,1,0,0
27454,23,1.0,22000,2021,3,30,0,0,1,0,0,1,0
27455,88,1.0,19800,2021,3,30,0,0,1,0,0,0,1
27471,46,1.0,24700,2021,3,31,0,0,1,1,0,0,0
27472,89,1.0,21700,2021,3,31,0,0,1,0,1,0,0
27473,64,1.0,22000,2021,3,31,0,0,1,0,0,1,0
27474,68,1.0,20500,2021,3,31,0,0,1,0,0,0,1
27492,137,1.0,22800,2021,4,1,0,0,1,1,0,0,0
27493,89,1.0,21100,2021,4,1,0,0,1,0,1,0,0
27494,34,1.0,20300,2021,4,1,0,0,1,0,0,1,0
27495,70,1.0,20200,2021,4,1,0,0,1,0,0,0,1
27512,59,1.0,23400,2021,4,2,0,0,1,1,0,0,0
27514,80,1.0,22700,2021,4,2,0,0,1,0,1,0,0
27515,57,1.0,22200,2021,4,2,0,0,1,0,0,1,0
27516,86,1.0,20800,2021,4,2,0,0,1,0,0,0,1
27532,93,1.0,23900,2021,4,3,0,0,1,1,0,0,0
27533,58,1.0,23600,2021,4,3,0,0,1,0,1,0,0
27534,22,1.0,23000,2021,4,3,0,0,1,0,0,1,0
27535,22,1.0,21000,2021,4,3,0,0,1,0,0,0,1
27551,163,1.0,22800,2021,4,5,0,0,1,1,0,0,0
27552,58,1.0,22400,2021,4,5,0,0,1,0,1,0,0
27554,80,1.0,20700,2021,4,5,0,0,1,0,0,0,1
27573,117,1.0,22800,2021,4,6,0,0,1,1,0,0,0
27574,92,1.0,22000,2021,4,6,0,0,1,0,1,0,0
27575,23,1.0,23000,2021,4,6,0,0,1,0,0,1,0
27576,47,1.0,19000,2021,4,6,0,0,1,0,0,0,1
27592,92,1.0,22700,2021,4,7,0,0,1,1,0,0,0
27593,80,1.0,22700,2021,4,7,0,0,1,0,1,0,0
27594,23,1.0,21000,2021,4,7,0,0,1,0,0,0,1
27611,58,1.0,24000,2021,4,8,0,0,1,1,0,0,0
27612,23,1.0,23000,2021,4,8,0,0,1,0,1,0,0
27613,23,1.0,23000,2021,4,8,0,0,1,0,0,1,0
27633,58,1.0,22400,2021,4,9,0,0,1,1,0,0,0
27635,104,1.0,22900,2021,4,9,0,0,1,0,1,0,0
27636,170,1.0,22800,2021,4,9,0,0,1,0,0,1,0
27637,59,1.0,21000,2021,4,9,0,0,1,0,0,0,1
27651,91,1.0,21400,2021,4,10,0,0,1,1,0,0,0
27653,80,1.0,23300,2021,4,10,0,0,1,0,1,0,0
27654,131,1.0,22400,2021,4,10,0,0,1,0,0,1,0
27655,58,1.0,19200,2021,4,10,0,0,1,0,0,0,1
27671,102,1.0,24700,2021,4,12,0,0,1,1,0,0,0
27672,80,1.0,22500,2021,4,12,0,0,1,0,1,0,0
27673,70,1.0,21700,2021,4,12,0,0,1,0,0,1,0
27674,130,1.0,20300,2021,4,12,0,0,1,0,0,0,1
27692,95,1.0,22600,2021,4,13,0,0,1,1,0,0,0
27694,107,1.0,22100,2021,4,13,0,0,1,0,1,0,0
27695,68,1.0,22700,2021,4,13,0,0,1,0,0,1,0
27696,35,1.0,21000,2021,4,13,0,0,1,0,0,0,1
27711,200,1.0,22100,2021,4,14,0,0,1,1,0,0,0
27713,58,1.0,21800,2021,4,14,0,0,1,0,1,0,0
27714,44,1.0,22000,2021,4,14,0,0,1,0,0,1,0
27715,21,1.0,21000,2021,4,14,0,0,1,0,0,0,1
27734,36,1.0,22000,2021,4,15,0,0,1,1,0,0,0
27752,93,1.0,21800,2021,4,16,0,0,1,1,0,0,0
27753,162,1.0,21400,2021,4,16,0,0,1,0,1,0,0
27754,84,1.0,22000,2021,4,16,0,0,1,0,0,1,0
27755,71,1.0,20200,2021,4,16,0,0,1,0,0,0,1
27772,47,1.0,23200,2021,4,17,0,0,1,1,0,0,0
27773,125,1.0,20400,2021,4,17,0,0,1,0,1,0,0
27774,35,1.0,21300,2021,4,17,0,0,1,0,0,1,0
27776,59,1.0,21200,2021,4,17,0,0,1,0,0,0,1
27792,155,1.0,23300,2021,4,19,0,0,1,1,0,0,0
27794,139,1.0,21200,2021,4,19,0,0,1,0,1,0,0
27795,58,1.0,22000,2021,4,19,0,0,1,0,0,1,0
27796,142,1.0,19900,2021,4,19,0,0,1,0,0,0,1
27812,151,1.0,20400,2021,4,20,0,0,1,1,0,0,0
27814,127,1.0,19900,2021,4,20,0,0,1,0,1,0,0
27816,117,1.0,20000,2021,4,20,0,0,1,0,0,1,0
27818,82,1.0,18400,2021,4,20,0,0,1,0,0,0,1
27832,81,1.0,21900,2021,4,21,0,0,1,1,0,0,0
27833,70,1.0,20900,2021,4,21,0,0,1,0,1,0,0
27835,57,1.0,21000,2021,4,21,0,0,1,0,0,1,0
27836,22,1.0,19100,2021,4,21,0,0,1,0,0,0,1
27854,79,1.0,22400,2021,4,22,0,0,1,1,0,0,0
27855,94,1.0,21400,2021,4,22,0,0,1,0,1,0,0
27856,83,1.0,21500,2021,4,22,0,0,1,0,0,1,0
27857,45,1.0,20200,2021,4,22,0,0,1,0,0,0,1
27872,161,1.0,22100,2021,4,23,0,0,1,1,0,0,0
27873,47,1.0,21000,2021,4,23,0,0,1,0,1,0,0
27874,130,1.0,20900,2021,4,23,0,0,1,0,0,1,0
27875,33,1.0,20300,2021,4,23,0,0,1,0,0,0,1
27892,181,1.0,22200,2021,4,24,0,0,1,1,0,0,0
27893,116,1.0,21300,2021,4,24,0,0,1,0,1,0,0
27894,116,1.0,21700,2021,4,24,0,0,1,0,0,1,0
27895,229,1.0,19500,2021,4,24,0,0,1,0,0,0,1
27912,173,1.0,21900,2021,4,26,0,0,1,1,0,0,0
27914,116,1.0,21400,2021,4,26,0,0,1,0,1,0,0
27915,116,1.0,21600,2021,4,26,0,0,1,0,0,1,0
27916,105,1.0,19900,2021,4,26,0,0,1,0,0,0,1
27932,149,1.0,21900,2021,4,27,0,0,1,1,0,0,0
27933,148,1.0,21500,2021,4,27,0,0,1,0,1,0,0
27934,118,1.0,20800,2021,4,27,0,0,1,0,0,1,0
27935,23,1.0,15000,2021,4,27,0,0,1,0,0,0,1
27952,159,1.0,20100,2021,4,28,0,0,1,1,0,0,0
27953,139,1.0,21400,2021,4,28,0,0,1,0,1,0,0
27954,83,1.0,21400,2021,4,28,0,0,1,0,0,1,0
27955,45,1.0,18500,2021,4,28,0,0,1,0,0,0,1
27971,160,1.0,20700,2021,4,29,0,0,1,1,0,0,0
27972,270,1.0,19400,2021,4,29,0,0,1,0,1,0,0
27973,23,1.0,21000,2021,4,29,0,0,1,0,0,1,0
27974,45,1.0,20500,2021,4,29,0,0,1,0,0,0,1
27992,117,1.0,22200,2021,4,30,0,0,1,1,0,0,0
27993,182,1.0,21700,2021,4,30,0,0,1,0,1,0,0
27994,58,1.0,21200,2021,4,30,0,0,1,0,0,1,0
27995,35,1.0,19400,2021,4,30,0,0,1,0,0,0,1
28012,83,1.0,22400,2021,5,1,0,0,1,1,0,0,0
28013,100,1.0,21700,2021,5,1,0,0,1,0,1,0,0
28014,23,1.0,21000,2021,5,1,0,0,1,0,0,1,0
28016,101,1.0,18900,2021,5,1,0,0,1,0,0,0,1
28032,137,1.0,22300,2021,5,3,0,0,1,1,0,0,0
28033,175,1.0,21900,2021,5,3,0,0,1,0,1,0,0
28034,35,1.0,22000,2021,5,3,0,0,1,0,0,1,0
28036,81,1.0,19400,2021,5,3,0,0,1,0,0,0,1
28060,102,1.0,23000,2021,5,4,0,0,1,1,0,0,0
28061,68,1.0,22000,2021,5,4,0,0,1,0,1,0,0
28062,23,1.0,20000,2021,5,4,0,0,1,0,0,1,0
28063,124,1.0,19800,2021,5,4,0,0,1,0,0,0,1
28072,187,1.0,21600,2021,5,5,0,0,1,1,0,0,0
28073,128,1.0,20600,2021,5,5,0,0,1,0,1,0,0
28074,152,1.0,20500,2021,5,5,0,0,1,0,0,1,0
28075,22,1.0,20000,2021,5,5,0,0,1,0,0,0,1
28092,213,1.0,22600,2021,5,6,0,0,1,1,0,0,0
28093,135,1.0,21400,2021,5,6,0,0,1,0,1,0,0
28095,134,1.0,20400,2021,5,6,0,0,1,0,0,1,0
28096,134,1.0,19000,2021,5,6,0,0,1,0,0,0,1
28112,81,1.0,23600,2021,5,7,0,0,1,1,0,0,0
28113,100,1.0,21600,2021,5,7,0,0,1,0,1,0,0
28114,92,1.0,22300,2021,5,7,0,0,1,0,0,1,0
28115,139,1.0,20800,2021,5,7,0,0,1,0,0,0,1
28133,89,1.0,22500,2021,5,8,0,0,1,1,0,0,0
28134,346,1.0,20500,2021,5,8,0,0,1,0,1,0,0
28135,57,1.0,20800,2021,5,8,0,0,1,0,0,1,0
28136,117,1.0,20600,2021,5,8,0,0,1,0,0,0,1
28152,205,1.0,21500,2021,5,10,0,0,1,1,0,0,0
28153,102,1.0,20900,2021,5,10,0,0,1,0,1,0,0
28154,114,1.0,20700,2021,5,10,0,0,1,0,0,1,0
28156,126,1.0,19600,2021,5,10,0,0,1,0,0,0,1
28172,77,1.0,22300,2021,5,11,0,0,1,1,0,0,0
28173,111,1.0,21000,2021,5,11,0,0,1,0,1,0,0
28174,81,1.0,21000,2021,5,11,0,0,1,0,0,1,0
28175,23,1.0,18500,2021,5,11,0,0,1,0,0,0,1
28192,44,1.0,20800,2021,5,12,0,0,1,1,0,0,0
28193,157,1.0,20600,2021,5,12,0,0,1,0,1,0,0
28195,66,1.0,20700,2021,5,12,0,0,1,0,0,1,0
28196,108,1.0,18900,2021,5,12,0,0,1,0,0,0,1
28213,149,1.0,21300,2021,5,13,0,0,1,1,0,0,0
28214,57,1.0,21200,2021,5,13,0,0,1,0,1,0,0
28215,157,1.0,20400,2021,5,13,0,0,1,0,0,1,0
28216,158,1.0,18300,2021,5,13,0,0,1,0,0,0,1
28232,59,1.0,23000,2021,5,14,0,0,1,1,0,0,0
28233,153,1.0,22300,2021,5,14,0,0,1,0,1,0,0
28234,119,1.0,20300,2021,5,14,0,0,1,0,0,1,0
28235,118,1.0,19100,2021,5,14,0,0,1,0,0,0,1
28255,60,1.0,22800,2021,5,15,0,0,1,1,0,0,0
28257,84,1.0,20700,2021,5,15,0,0,1,0,1,0,0
28259,121,1.0,21000,2021,5,15,0,0,1,0,0,1,0
28261,197,1.0,17800,2021,5,15,0,0,1,0,0,0,1
28272,150,1.0,20800,2021,5,17,0,0,1,1,0,0,0
28273,172,1.0,20300,2021,5,17,0,0,1,0,1,0,0
28275,23,1.0,21000,2021,5,17,0,0,1,0,0,1,0
28276,172,1.0,18900,2021,5,17,0,0,1,0,0,0,1
28292,234,1.0,20100,2021,5,18,0,0,1,1,0,0,0
28293,105,1.0,19300,2021,5,18,0,0,1,0,1,0,0
28294,117,1.0,18400,2021,5,18,0,0,1,0,0,1,0
28296,218,1.0,17000,2021,5,18,0,0,1,0,0,0,1
28312,166,1.0,20400,2021,5,19,0,0,1,1,0,0,0
28313,154,1.0,20500,2021,5,19,0,0,1,0,1,0,0
28315,33,1.0,20400,2021,5,19,0,0,1,0,0,1,0
28316,151,1.0,17600,2021,5,19,0,0,1,0,0,0,1
28332,159,1.0,20700,2021,5,20,0,0,1,1,0,0,0
28333,108,1.0,20800,2021,5,20,0,0,1,0,1,0,0
28335,80,1.0,21300,2021,5,20,0,0,1,0,0,1,0
28336,174,1.0,18300,2021,5,20,0,0,1,0,0,0,1
28352,162,1.0,20400,2021,5,21,0,0,1,1,0,0,0
28353,118,1.0,20900,2021,5,21,0,0,1,0,1,0,0
28354,174,1.0,19700,2021,5,21,0,0,1,0,0,1,0
28355,186,1.0,17800,2021,5,21,0,0,1,0,0,0,1
28372,208,1.0,18200,2021,5,22,0,0,1,1,0,0,0
28374,104,1.0,18800,2021,5,22,0,0,1,0,1,0,0
28376,92,1.0,17900,2021,5,22,0,0,1,0,0,1,0
28377,206,1.0,16200,2021,5,22,0,0,1,0,0,0,1
28393,210,1.0,20300,2021,5,24,0,0,1,1,0,0,0
28394,116,1.0,19900,2021,5,24,0,0,1,0,1,0,0
28395,104,1.0,18600,2021,5,24,0,0,1,0,0,1,0
28397,183,1.0,17100,2021,5,24,0,0,1,0,0,0,1
28413,103,1.0,19800,2021,5,25,0,0,1,1,0,0,0
28415,182,1.0,18900,2021,5,25,0,0,1,0,1,0,0
28417,46,1.0,19500,2021,5,25,0,0,1,0,0,1,0
28419,47,1.0,18200,2021,5,25,0,0,1,0,0,0,1
28432,125,1.0,20500,2021,5,26,0,0,1,1,0,0,0
28433,57,1.0,21000,2021,5,26,0,0,1,0,1,0,0
28434,56,1.0,20000,2021,5,26,0,0,1,0,0,1,0
28435,58,1.0,18600,2021,5,26,0,0,1,0,0,0,1
28452,144,1.0,20500,2021,5,27,0,0,1,1,0,0,0
28453,114,1.0,19400,2021,5,27,0,0,1,0,1,0,0
28454,91,1.0,19400,2021,5,27,0,0,1,0,0,1,0
28455,23,1.0,16000,2021,5,27,0,0,1,0,0,0,1
28472,264,1.0,20200,2021,5,28,0,0,1,1,0,0,0
28473,224,1.0,19200,2021,5,28,0,0,1,0,1,0,0
28475,175,1.0,19000,2021,5,28,0,0,1,0,0,1,0
28477,69,1.0,17200,2021,5,28,0,0,1,0,0,0,1
28492,203,1.0,20200,2021,5,29,0,0,1,1,0,0,0
28494,174,1.0,19300,2021,5,29,0,0,1,0,1,0,0
28496,140,1.0,18700,2021,5,29,0,0,1,0,0,1,0
28497,128,1.0,17200,2021,5,29,0,0,1,0,0,0,1
28512,124,1.0,19800,2021,5,31,0,0,1,1,0,0,0
28513,209,1.0,19400,2021,5,31,0,0,1,0,1,0,0
28514,45,1.0,20200,2021,5,31,0,0,1,0,0,1,0
28515,69,1.0,16700,2021,5,31,0,0,1,0,0,0,1
28535,100,1.0,19200,2021,6,1,0,0,1,1,0,0,0
28536,104,1.0,18300,2021,6,1,0,0,1,0,1,0,0
28537,70,1.0,18700,2021,6,1,0,0,1,0,0,1,0
28538,92,1.0,16600,2021,6,1,0,0,1,0,0,0,1
28552,69,1.0,20800,2021,6,2,0,0,1,1,0,0,0
28553,113,1.0,19600,2021,6,2,0,0,1,0,1,0,0
28554,68,1.0,19500,2021,6,2,0,0,1,0,0,1,0
28555,91,1.0,20100,2021,6,2,0,0,1,0,0,0,1
28573,149,1.0,20300,2021,6,3,0,0,1,1,0,0,0
28574,191,1.0,19100,2021,6,3,0,0,1,0,1,0,0
28575,138,1.0,19300,2021,6,3,0,0,1,0,0,1,0
28576,69,1.0,17000,2021,6,3,0,0,1,0,0,0,1
28592,188,1.0,19700,2021,6,4,0,0,1,1,0,0,0
28593,247,1.0,19100,2021,6,4,0,0,1,0,1,0,0
28594,115,1.0,18200,2021,6,4,0,0,1,0,0,1,0
28595,116,1.0,16400,2021,6,4,0,0,1,0,0,0,1
28612,258,1.0,19000,2021,6,5,0,0,1,1,0,0,0
28613,78,1.0,19200,2021,6,5,0,0,1,0,1,0,0
28614,82,1.0,19100,2021,6,5,0,0,1,0,0,1,0
28615,102,1.0,18000,2021,6,5,0,0,1,0,0,0,1
28632,147,1.0,19100,2021,6,7,0,0,1,1,0,0,0
28633,167,1.0,19000,2021,6,7,0,0,1,0,1,0,0
28635,81,1.0,19700,2021,6,7,0,0,1,0,0,1,0
28636,102,1.0,17600,2021,6,7,0,0,1,0,0,0,1
28652,271,1.0,18900,2021,6,8,0,0,1,1,0,0,0
28654,158,1.0,17900,2021,6,8,0,0,1,0,1,0,0
28655,119,1.0,18900,2021,6,8,0,0,1,0,0,1,0
28656,102,1.0,16100,2021,6,8,0,0,1,0,0,0,1
28672,316,1.0,18700,2021,6,9,0,0,1,1,0,0,0
28673,160,1.0,18300,2021,6,9,0,0,1,0,1,0,0
28674,45,1.0,17000,2021,6,9,0,0,1,0,0,1,0
28675,89,1.0,16400,2021,6,9,0,0,1,0,0,0,1
28693,229,1.0,19600,2021,6,10,0,0,1,1,0,0,0
28694,171,1.0,18300,2021,6,10,0,0,1,0,1,0,0
28695,94,1.0,17000,2021,6,10,0,0,1,0,0,1,0
28696,116,1.0,16000,2021,6,10,0,0,1,0,0,0,1
28712,282,1.0,19100,2021,6,11,0,0,1,1,0,0,0
28713,312,1.0,18400,2021,6,11,0,0,1,0,1,0,0
28715,116,1.0,18500,2021,6,11,0,0,1,0,0,1,0
28716,207,1.0,16800,2021,6,11,0,0,1,0,0,0,1
28733,211,1.0,18400,2021,6,12,0,0,1,1,0,0,0
28734,150,1.0,17500,2021,6,12,0,0,1,0,1,0,0
28735,140,1.0,17900,2021,6,12,0,0,1,0,0,1,0
28736,230,1.0,16700,2021,6,12,0,0,1,0,0,0,1
28753,226,1.0,18100,2021,6,14,0,0,1,1,0,0,0
28755,113,1.0,18400,2021,6,14,0,0,1,0,1,0,0
28756,162,1.0,18300,2021,6,14,0,0,1,0,0,1,0
28757,147,1.0,16800,2021,6,14,0,0,1,0,0,0,1
28772,293,1.0,18700,2021,6,15,0,0,1,1,0,0,0
28774,125,1.0,18100,2021,6,15,0,0,1,0,1,0,0
28775,141,1.0,18600,2021,6,15,0,0,1,0,0,1,0
28776,122,1.0,16700,2021,6,15,0,0,1,0,0,0,1
28793,310,1.0,18000,2021,6,16,0,0,1,1,0,0,0
28795,115,1.0,17100,2021,6,16,0,0,1,0,1,0,0
28797,140,1.0,18400,2021,6,16,0,0,1,0,0,1,0
28799,113,1.0,16800,2021,6,16,0,0,1,0,0,0,1
28812,282,1.0,17800,2021,6,17,0,0,1,1,0,0,0
28814,259,1.0,16900,2021,6,17,0,0,1,0,1,0,0
28815,178,1.0,15600,2021,6,17,0,0,1,0,0,1,0
28817,66,1.0,15100,2021,6,17,0,0,1,0,0,0,1
28832,236,1.0,17900,2021,6,18,0,0,1,1,0,0,0
28834,191,1.0,17300,2021,6,18,0,0,1,0,1,0,0
28836,200,1.0,15800,2021,6,18,0,0,1,0,0,1,0
28838,90,1.0,16200,2021,6,18,0,0,1,0,0,0,1
28852,275,1.0,17900,2021,6,19,0,0,1,1,0,0,0
28853,124,1.0,18200,2021,6,19,0,0,1,0,1,0,0
28854,80,1.0,16100,2021,6,19,0,0,1,0,0,1,0
28855,116,1.0,16600,2021,6,19,0,0,1,0,0,0,1
28872,240,1.0,18400,2021,6,21,0,0,1,1,0,0,0
28874,277,1.0,18700,2021,6,21,0,0,1,0,1,0,0
28875,139,1.0,17600,2021,6,21,0,0,1,0,0,1,0
28876,135,1.0,16100,2021,6,21,0,0,1,0,0,0,1
28892,78,1.0,19600,2021,6,22,0,0,1,1,0,0,0
28894,111,1.0,17700,2021,6,22,0,0,1,0,1,0,0
28895,102,1.0,16600,2021,6,22,0,0,1,0,0,1,0
28896,218,1.0,15600,2021,6,22,0,0,1,0,0,0,1
28913,101,1.0,19300,2021,6,23,0,0,1,1,0,0,0
28915,78,1.0,18700,2021,6,23,0,0,1,0,1,0,0
28917,11,1.0,19000,2021,6,23,0,0,1,0,0,1,0
28919,125,1.0,16400,2021,6,23,0,0,1,0,0,0,1
28932,80,1.0,18300,2021,6,24,0,0,1,1,0,0,0
28934,162,1.0,19200,2021,6,24,0,0,1,0,1,0,0
28935,90,1.0,19000,2021,6,24,0,0,1,0,0,1,0
28936,184,1.0,17000,2021,6,24,0,0,1,0,0,0,1
28953,188,1.0,18000,2021,6,25,0,0,1,1,0,0,0
28955,146,1.0,18400,2021,6,25,0,0,1,0,1,0,0
28957,114,1.0,17500,2021,6,25,0,0,1,0,0,1,0
28959,119,1.0,15600,2021,6,25,0,0,1,0,0,0,1
28973,161,1.0,18300,2021,6,26,0,0,1,1,0,0,0
28975,139,1.0,16700,2021,6,26,0,0,1,0,1,0,0
28977,128,1.0,16600,2021,6,26,0,0,1,0,0,1,0
28979,336,1.0,15400,2021,6,26,0,0,1,0,0,0,1
28993,301,1.0,18600,2021,6,28,0,0,1,1,0,0,0
28995,136,1.0,17300,2021,6,28,0,0,1,0,1,0,0
28997,105,1.0,18600,2021,6,28,0,0,1,0,0,1,0
28998,139,1.0,16800,2021,6,28,0,0,1,0,0,0,1
29013,202,1.0,17500,2021,6,29,0,0,1,1,0,0,0
29015,124,1.0,16900,2021,6,29,0,0,1,0,1,0,0
29016,58,1.0,17700,2021,6,29,0,0,1,0,0,1,0
29018,47,1.0,16800,2021,6,29,0,0,1,0,0,0,1
29033,133,1.0,17800,2021,6,30,0,0,1,1,0,0,0
29034,195,1.0,18300,2021,6,30,0,0,1,0,1,0,0
29036,116,1.0,17100,2021,6,30,0,0,1,0,0,1,0
29037,78,1.0,15100,2021,6,30,0,0,1,0,0,0,1
29053,217,1.0,18200,2021,7,1,0,0,1,1,0,0,0
29055,170,1.0,17800,2021,7,1,0,0,1,0,1,0,0
29057,139,1.0,16000,2021,7,1,0,0,1,0,0,1,0
29059,171,1.0,14600,2021,7,1,0,0,1,0,0,0,1
29073,272,1.0,17800,2021,7,2,0,0,1,1,0,0,0
29075,212,1.0,16500,2021,7,2,0,0,1,0,1,0,0
29076,130,1.0,16400,2021,7,2,0,0,1,0,0,1,0
29078,142,1.0,15600,2021,7,2,0,0,1,0,0,0,1
29093,272,1.0,17800,2021,7,3,0,0,1,1,0,0,0
29094,251,1.0,16300,2021,7,3,0,0,1,0,1,0,0
29096,80,1.0,15000,2021,7,3,0,0,1,0,0,1,0
29098,141,1.0,16500,2021,7,3,0,0,1,0,0,0,1
29113,152,1.0,18000,2021,7,5,0,0,1,1,0,0,0
29115,223,1.0,17300,2021,7,5,0,0,1,0,1,0,0
29117,242,1.0,17100,2021,7,5,0,0,1,0,0,1,0
29118,140,1.0,16500,2021,7,5,0,0,1,0,0,0,1
