amount,weight,avg_price,yyyy,mm,dd,origin_군산,origin_대천,origin_완도,standard_12/13미,standard_13/14미,standard_14/15미,standard_15/16미
7690,82,1.0,20600,2018,4,6,0,0,1,0,0,0,1
7704,118,1.0,20500,2018,4,7,0,0,1,1,0,0,0
7706,149,1.0,20500,2018,4,7,0,0,1,0,1,0,0
7708,158,1.0,21000,2018,4,7,0,0,1,0,0,1,0
7710,225,1.0,20900,2018,4,7,0,0,1,0,0,0,1
7723,91,1.0,21200,2018,4,9,0,0,1,1,0,0,0
7725,123,1.0,21700,2018,4,9,0,0,1,0,1,0,0
7727,158,1.0,22400,2018,4,9,0,0,1,0,0,1,0
7729,104,1.0,22000,2018,4,9,0,0,1,0,0,0,1
7744,160,1.0,20600,2018,4,10,0,0,1,1,0,0,0
7746,81,1.0,21000,2018,4,10,0,0,1,0,1,0,0
7748,103,1.0,20500,2018,4,10,0,0,1,0,0,1,0
7750,131,1.0,20200,2018,4,10,0,0,1,0,0,0,1
7763,465,1.0,18300,2018,4,11,0,0,1,1,0,0,0
7765,119,1.0,19500,2018,4,11,0,0,1,0,1,0,0
7767,220,1.0,18500,2018,4,11,0,0,1,0,0,1,0
7769,35,1.0,18700,2018,4,11,0,0,1,0,0,0,1
7784,300,1.0,20200,2018,4,12,0,0,1,1,0,0,0
7786,105,1.0,20300,2018,4,12,0,0,1,0,1,0,0
7788,152,1.0,20400,2018,4,12,0,0,1,0,0,1,0
7790,45,1.0,20300,2018,4,12,0,0,1,0,0,0,1
7803,11,1.0,23000,2018,4,13,0,0,1,1,0,0,0
7805,58,1.0,22200,2018,4,13,0,0,1,0,1,0,0
7807,95,1.0,22400,2018,4,13,0,0,1,0,0,1,0
7809,24,1.0,22500,2018,4,13,0,0,1,0,0,0,1
7824,11,1.0,15000,2018,4,14,0,0,1,1,0,0,0
7826,80,1.0,22400,2018,4,14,0,0,1,0,1,0,0
7828,184,1.0,22900,2018,4,14,0,0,1,0,0,1,0
7830,148,1.0,22200,2018,4,14,0,0,1,0,0,0,1
7844,111,1.0,21600,2018,4,16,0,0,1,1,0,0,0
7846,56,1.0,21000,2018,4,16,0,0,1,0,1,0,0
7848,172,1.0,22400,2018,4,16,0,0,1,0,0,1,0
7850,124,1.0,21600,2018,4,16,0,0,1,0,0,0,1
7864,56,1.0,21200,2018,4,17,0,0,1,1,0,0,0
7866,45,1.0,21500,2018,4,17,0,0,1,0,1,0,0
7868,156,1.0,21300,2018,4,17,0,0,1,0,0,1,0
7870,147,1.0,20800,2018,4,17,0,0,1,0,0,0,1
7884,204,1.0,20000,2018,4,18,0,0,1,1,0,0,0
7886,76,1.0,19700,2018,4,18,0,0,1,0,1,0,0
7888,200,1.0,20300,2018,4,18,0,0,1,0,0,1,0
7890,90,1.0,20100,2018,4,18,0,0,1,0,0,0,1
7904,102,1.0,20000,2018,4,19,0,0,1,1,0,0,0
7906,35,1.0,20000,2018,4,19,0,0,1,0,1,0,0
7908,144,1.0,20300,2018,4,19,0,0,1,0,0,1,0
7910,161,1.0,18400,2018,4,19,0,0,1,0,0,0,1
7923,132,1.0,18300,2018,4,20,0,0,1,1,0,0,0
7924,69,1.0,19000,2018,4,20,0,0,1,0,1,0,0
7926,236,1.0,19100,2018,4,20,0,0,1,0,0,1,0
7928,170,1.0,18300,2018,4,20,0,0,1,0,0,0,1
7944,70,1.0,19700,2018,4,21,0,0,1,1,0,0,0
7946,70,1.0,19500,2018,4,21,0,0,1,0,1,0,0
7948,104,1.0,19100,2018,4,21,0,0,1,0,0,1,0
7950,127,1.0,18600,2018,4,21,0,0,1,0,0,0,1
7963,220,1.0,17300,2018,4,23,0,0,1,1,0,0,0
7964,160,1.0,16900,2018,4,23,0,0,1,0,1,0,0
7966,271,1.0,18300,2018,4,23,0,0,1,0,0,1,0
7968,206,1.0,17600,2018,4,23,0,0,1,0,0,0,1
7984,151,1.0,18600,2018,4,24,0,0,1,1,0,0,0
7985,344,1.0,17300,2018,4,24,0,0,1,0,1,0,0
7987,261,1.0,16800,2018,4,24,0,0,1,0,0,1,0
7989,186,1.0,16600,2018,4,24,0,0,1,0,0,0,1
8003,58,1.0,21400,2018,4,25,0,0,1,1,0,0,0
8005,147,1.0,20600,2018,4,25,0,0,1,0,1,0,0
8007,113,1.0,19900,2018,4,25,0,0,1,0,0,1,0
8009,80,1.0,19300,2018,4,25,0,0,1,0,0,0,1
8024,34,1.0,22000,2018,4,26,0,0,1,1,0,0,0
8026,114,1.0,21800,2018,4,26,0,0,1,0,1,0,0
8028,136,1.0,21100,2018,4,26,0,0,1,0,0,1,0
8030,122,1.0,19800,2018,4,26,0,0,1,0,0,0,1
8045,183,1.0,20600,2018,4,27,0,0,1,1,0,0,0
8046,162,1.0,20000,2018,4,27,0,0,1,0,1,0,0
8048,148,1.0,19700,2018,4,27,0,0,1,0,0,1,0
8050,112,1.0,19400,2018,4,27,0,0,1,0,0,0,1
8063,46,1.0,22500,2018,4,28,0,0,1,1,0,0,0
8064,172,1.0,22100,2018,4,28,0,0,1,0,1,0,0
8065,263,1.0,21600,2018,4,28,0,0,1,0,0,1,0
8067,258,1.0,20500,2018,4,28,0,0,1,0,0,0,1
8083,116,1.0,22800,2018,4,30,0,0,1,1,0,0,0
8085,104,1.0,21300,2018,4,30,0,0,1,0,1,0,0
8087,137,1.0,21100,2018,4,30,0,0,1,0,0,1,0
8089,194,1.0,19100,2018,4,30,0,0,1,0,0,0,1
8104,92,1.0,22600,2018,5,1,0,0,1,1,0,0,0
8106,46,1.0,21500,2018,5,1,0,0,1,0,1,0,0
8108,134,1.0,19700,2018,5,1,0,0,1,0,0,1,0
8110,105,1.0,19200,2018,5,1,0,0,1,0,0,0,1
8123,120,1.0,22700,2018,5,2,0,0,1,1,0,0,0
8125,154,1.0,21500,2018,5,2,0,0,1,0,1,0,0
8127,117,1.0,20300,2018,5,2,0,0,1,0,0,1,0
8129,159,1.0,19800,2018,5,2,0,0,1,0,0,0,1
8143,98,1.0,23400,2018,5,3,0,0,1,1,0,0,0
8145,115,1.0,22800,2018,5,3,0,0,1,0,1,0,0
8147,62,1.0,23400,2018,5,3,0,0,1,0,0,1,0
8149,127,1.0,21600,2018,5,3,0,0,1,0,0,0,1
8163,140,1.0,24300,2018,5,4,0,0,1,1,0,0,0
8165,149,1.0,23300,2018,5,4,0,0,1,0,1,0,0
8167,119,1.0,22800,2018,5,4,0,0,1,0,0,1,0
8169,185,1.0,22700,2018,5,4,0,0,1,0,0,0,1
8183,70,1.0,23500,2018,5,5,0,0,1,1,0,0,0
8185,139,1.0,23100,2018,5,5,0,0,1,0,1,0,0
8187,170,1.0,22300,2018,5,5,0,0,1,0,0,1,0
8189,238,1.0,21800,2018,5,5,0,0,1,0,0,0,1
8205,117,1.0,24100,2018,5,7,0,0,1,1,0,0,0
8207,69,1.0,23500,2018,5,7,0,0,1,0,1,0,0
8209,91,1.0,23700,2018,5,7,0,0,1,0,0,1,0
8211,175,1.0,22900,2018,5,7,0,0,1,0,0,0,1
8225,197,1.0,22600,2018,5,8,0,0,1,1,0,0,0
8227,151,1.0,21800,2018,5,8,0,0,1,0,1,0,0
8229,172,1.0,21100,2018,5,8,0,0,1,0,0,1,0
8231,195,1.0,20400,2018,5,8,0,0,1,0,0,0,1
8243,231,1.0,21800,2018,5,9,0,0,1,1,0,0,0
8245,225,1.0,21300,2018,5,9,0,0,1,0,1,0,0
8247,121,1.0,21000,2018,5,9,0,0,1,0,0,1,0
8249,369,1.0,20000,2018,5,9,0,0,1,0,0,0,1
8264,175,1.0,21500,2018,5,10,0,0,1,1,0,0,0
8266,224,1.0,20800,2018,5,10,0,0,1,0,1,0,0
8267,81,1.0,21000,2018,5,10,0,0,1,0,0,1,0
8269,191,1.0,19700,2018,5,10,0,0,1,0,0,0,1
8285,212,1.0,21600,2018,5,11,0,0,1,1,0,0,0
8286,152,1.0,20700,2018,5,11,0,0,1,0,1,0,0
8288,250,1.0,21000,2018,5,11,0,0,1,0,0,1,0
8290,133,1.0,20400,2018,5,11,0,0,1,0,0,0,1
8305,288,1.0,21000,2018,5,12,0,0,1,1,0,0,0
8307,154,1.0,20600,2018,5,12,0,0,1,0,1,0,0
8309,255,1.0,20100,2018,5,12,0,0,1,0,0,1,0
8311,208,1.0,19200,2018,5,12,0,0,1,0,0,0,1
8325,152,1.0,20700,2018,5,14,0,0,1,1,0,0,0
8327,210,1.0,19000,2018,5,14,0,0,1,0,1,0,0
8329,270,1.0,19300,2018,5,14,0,0,1,0,0,1,0
8330,323,1.0,18200,2018,5,14,0,0,1,0,0,0,1
8344,299,1.0,20200,2018,5,15,0,0,1,1,0,0,0
8346,158,1.0,19100,2018,5,15,0,0,1,0,1,0,0
8348,147,1.0,19300,2018,5,15,0,0,1,0,0,1,0
8349,228,1.0,18100,2018,5,15,0,0,1,0,0,0,1
8364,202,1.0,18100,2018,5,16,0,0,1,1,0,0,0
8366,143,1.0,17300,2018,5,16,0,0,1,0,1,0,0
8368,121,1.0,17900,2018,5,16,0,0,1,0,0,1,0
8369,244,1.0,16300,2018,5,16,0,0,1,0,0,0,1
8384,191,1.0,21100,2018,5,17,0,0,1,1,0,0,0
8386,102,1.0,20000,2018,5,17,0,0,1,0,1,0,0
8388,102,1.0,19200,2018,5,17,0,0,1,0,0,1,0
8390,90,1.0,18400,2018,5,17,0,0,1,0,0,0,1
8405,141,1.0,19800,2018,5,18,0,0,1,1,0,0,0
8407,185,1.0,19200,2018,5,18,0,0,1,0,1,0,0
8408,287,1.0,18700,2018,5,18,0,0,1,0,0,1,0
8409,153,1.0,16600,2018,5,18,0,0,1,0,0,0,1
8425,183,1.0,21400,2018,5,19,0,0,1,1,0,0,0
8427,182,1.0,19900,2018,5,19,0,0,1,0,1,0,0
8429,157,1.0,19100,2018,5,19,0,0,1,0,0,1,0
8430,262,1.0,18200,2018,5,19,0,0,1,0,0,0,1
8444,153,1.0,21100,2018,5,21,0,0,1,1,0,0,0
8446,191,1.0,20300,2018,5,21,0,0,1,0,1,0,0
8448,266,1.0,19000,2018,5,21,0,0,1,0,0,1,0
8450,273,1.0,17900,2018,5,21,0,0,1,0,0,0,1
8465,183,1.0,23000,2018,5,22,0,0,1,1,0,0,0
8466,105,1.0,22800,2018,5,22,0,0,1,0,1,0,0
8467,160,1.0,22100,2018,5,22,0,0,1,0,0,1,0
8468,269,1.0,19500,2018,5,22,0,0,1,0,0,0,1
8483,196,1.0,23100,2018,5,23,0,0,1,1,0,0,0
8485,181,1.0,22100,2018,5,23,0,0,1,0,1,0,0
8487,215,1.0,21600,2018,5,23,0,0,1,0,0,1,0
8489,181,1.0,21000,2018,5,23,0,0,1,0,0,0,1
8503,162,1.0,22400,2018,5,24,0,0,1,1,0,0,0
8505,134,1.0,21400,2018,5,24,0,0,1,0,1,0,0
8507,242,1.0,22000,2018,5,24,0,0,1,0,0,1,0
8509,182,1.0,21100,2018,5,24,0,0,1,0,0,0,1
8523,195,1.0,22200,2018,5,25,0,0,1,1,0,0,0
8525,130,1.0,22500,2018,5,25,0,0,1,0,1,0,0
8527,82,1.0,21900,2018,5,25,0,0,1,0,0,1,0
8529,233,1.0,20800,2018,5,25,0,0,1,0,0,0,1
8543,195,1.0,24400,2018,5,26,0,0,1,1,0,0,0
8544,133,1.0,24400,2018,5,26,0,0,1,0,1,0,0
8545,109,1.0,22600,2018,5,26,0,0,1,0,0,1,0
8546,164,1.0,21900,2018,5,26,0,0,1,0,0,0,1
8564,150,1.0,24700,2018,5,28,0,0,1,1,0,0,0
8566,105,1.0,24000,2018,5,28,0,0,1,0,1,0,0
8567,104,1.0,23700,2018,5,28,0,0,1,0,0,1,0
8569,163,1.0,22400,2018,5,28,0,0,1,0,0,0,1
8583,363,1.0,24900,2018,5,29,0,0,1,1,0,0,0
8584,93,1.0,24400,2018,5,29,0,0,1,0,1,0,0
8586,116,1.0,23900,2018,5,29,0,0,1,0,0,1,0
8587,175,1.0,22200,2018,5,29,0,0,1,0,0,0,1
8604,194,1.0,24400,2018,5,30,0,0,1,1,0,0,0
8606,110,1.0,24000,2018,5,30,0,0,1,0,1,0,0
8607,80,1.0,24700,2018,5,30,0,0,1,0,0,1,0
8609,151,1.0,23500,2018,5,30,0,0,1,0,0,0,1
8624,70,1.0,24700,2018,5,31,0,0,1,1,0,0,0
8626,59,1.0,23000,2018,5,31,0,0,1,0,1,0,0
8628,129,1.0,22900,2018,5,31,0,0,1,0,0,1,0
8630,46,1.0,21500,2018,5,31,0,0,1,0,0,0,1
8643,207,1.0,23400,2018,6,1,0,0,1,1,0,0,0
8645,57,1.0,23000,2018,6,1,0,0,1,0,1,0,0
8647,91,1.0,22600,2018,6,1,0,0,1,0,0,1,0
8649,91,1.0,22600,2018,6,1,0,0,1,0,0,0,1
8662,91,1.0,31400,2018,6,2,0,0,1,1,0,0,0
8664,68,1.0,29700,2018,6,2,0,0,1,0,1,0,0
8666,130,1.0,29300,2018,6,2,0,0,1,0,0,1,0
8668,23,1.0,27500,2018,6,2,0,0,1,0,0,0,1
8686,161,1.0,25300,2018,6,4,0,0,1,1,0,0,0
8688,67,1.0,24300,2018,6,4,0,0,1,0,1,0,0
8689,90,1.0,25000,2018,6,4,0,0,1,0,0,1,0
8691,89,1.0,24100,2018,6,4,0,0,1,0,0,0,1
8705,114,1.0,26700,2018,6,5,0,0,1,1,0,0,0
8707,92,1.0,26100,2018,6,5,0,0,1,0,1,0,0
8709,69,1.0,26000,2018,6,5,0,0,1,0,0,1,0
8710,82,1.0,24500,2018,6,5,0,0,1,0,0,0,1
8725,197,1.0,24200,2018,6,6,0,0,1,1,0,0,0
8727,93,1.0,23500,2018,6,6,0,0,1,0,1,0,0
8729,104,1.0,23100,2018,6,6,0,0,1,0,0,1,0
8730,70,1.0,22700,2018,6,6,0,0,1,0,0,0,1
8743,162,1.0,23800,2018,6,7,0,0,1,1,0,0,0
8744,104,1.0,23300,2018,6,7,0,0,1,0,1,0,0
8746,81,1.0,22700,2018,6,7,0,0,1,0,0,1,0
8748,140,1.0,22900,2018,6,7,0,0,1,0,0,0,1
8764,82,1.0,27400,2018,6,8,0,0,1,1,0,0,0
8765,46,1.0,26500,2018,6,8,0,0,1,0,1,0,0
8766,57,1.0,26800,2018,6,8,0,0,1,0,0,1,0
8768,136,1.0,25700,2018,6,8,0,0,1,0,0,0,1
8785,127,1.0,25000,2018,6,9,0,0,1,1,0,0,0
8787,83,1.0,24300,2018,6,9,0,0,1,0,1,0,0
8789,132,1.0,24300,2018,6,9,0,0,1,0,0,1,0
8791,35,1.0,25300,2018,6,9,0,0,1,0,0,0,1
8804,103,1.0,29100,2018,6,11,0,0,1,1,0,0,0
8806,46,1.0,28000,2018,6,11,0,0,1,0,1,0,0
8807,95,1.0,28400,2018,6,11,0,0,1,0,0,1,0
8808,89,1.0,24800,2018,6,11,0,0,1,0,0,0,1
8824,103,1.0,25100,2018,6,12,0,0,1,1,0,0,0
8826,46,1.0,25500,2018,6,12,0,0,1,0,1,0,0
8828,198,1.0,25100,2018,6,12,0,0,1,0,0,1,0
8830,170,1.0,24200,2018,6,12,0,0,1,0,0,0,1
8844,69,1.0,25800,2018,6,13,0,0,1,1,0,0,0
8846,70,1.0,25300,2018,6,13,0,0,1,0,1,0,0
8848,140,1.0,24700,2018,6,13,0,0,1,0,0,1,0
8850,101,1.0,24100,2018,6,13,0,0,1,0,0,0,1
8864,105,1.0,25800,2018,6,14,0,0,1,1,0,0,0
8866,150,1.0,25400,2018,6,14,0,0,1,0,1,0,0
8868,93,1.0,25000,2018,6,14,0,0,1,0,0,1,0
8870,113,1.0,24600,2018,6,14,0,0,1,0,0,0,1
8884,162,1.0,23100,2018,6,15,0,0,1,1,0,0,0
8886,184,1.0,23100,2018,6,15,0,0,1,0,1,0,0
8887,234,1.0,24100,2018,6,15,0,0,1,0,0,1,0
8889,146,1.0,23500,2018,6,15,0,0,1,0,0,0,1
8904,155,1.0,23700,2018,6,16,0,0,1,1,0,0,0
8906,70,1.0,24200,2018,6,16,0,0,1,0,1,0,0
8908,68,1.0,24300,2018,6,16,0,0,1,0,0,1,0
8910,179,1.0,24600,2018,6,16,0,0,1,0,0,0,1
8924,150,1.0,22800,2018,6,18,0,0,1,1,0,0,0
8925,23,1.0,24000,2018,6,18,0,0,1,0,1,0,0
8927,46,1.0,22500,2018,6,18,0,0,1,0,0,1,0
8929,164,1.0,21100,2018,6,18,0,0,1,0,0,0,1
8944,219,1.0,22000,2018,6,19,0,0,1,1,0,0,0
8946,238,1.0,21800,2018,6,19,0,0,1,0,1,0,0
8947,88,1.0,21900,2018,6,19,0,0,1,0,0,1,0
8948,171,1.0,20800,2018,6,19,0,0,1,0,0,0,1
8965,160,1.0,22200,2018,6,20,0,0,1,1,0,0,0
8967,218,1.0,22100,2018,6,20,0,0,1,0,1,0,0
8969,158,1.0,22300,2018,6,20,0,0,1,0,0,1,0
8971,158,1.0,20800,2018,6,20,0,0,1,0,0,0,1
8983,190,1.0,22900,2018,6,21,0,0,1,1,0,0,0
8985,269,1.0,22000,2018,6,21,0,0,1,0,1,0,0
8986,112,1.0,20900,2018,6,21,0,0,1,0,0,1,0
8988,242,1.0,21200,2018,6,21,0,0,1,0,0,0,1
9005,200,1.0,23000,2018,6,22,0,0,1,1,0,0,0
9007,271,1.0,21800,2018,6,22,0,0,1,0,1,0,0
9009,142,1.0,22200,2018,6,22,0,0,1,0,0,1,0
9011,199,1.0,21800,2018,6,22,0,0,1,0,0,0,1
9025,185,1.0,21600,2018,6,23,0,0,1,1,0,0,0
9027,195,1.0,21100,2018,6,23,0,0,1,0,1,0,0
9029,129,1.0,21200,2018,6,23,0,0,1,0,0,1,0
9031,252,1.0,20400,2018,6,23,0,0,1,0,0,0,1
9047,158,1.0,20600,2018,6,25,0,0,1,1,0,0,0
9049,256,1.0,20200,2018,6,25,0,0,1,0,1,0,0
9051,131,1.0,21500,2018,6,25,0,0,1,0,0,1,0
9053,184,1.0,19200,2018,6,25,0,0,1,0,0,0,1
9064,68,1.0,20300,2018,6,26,0,0,1,1,0,0,0
9066,141,1.0,20400,2018,6,26,0,0,1,0,1,0,0
9068,95,1.0,20200,2018,6,26,0,0,1,0,0,1,0
9070,69,1.0,19500,2018,6,26,0,0,1,0,0,0,1
9084,101,1.0,22100,2018,6,27,0,0,1,1,0,0,0
9086,287,1.0,21100,2018,6,27,0,0,1,0,1,0,0
9088,84,1.0,20700,2018,6,27,0,0,1,0,0,1,0
9089,124,1.0,21500,2018,6,27,0,0,1,0,0,0,1
9105,46,1.0,23000,2018,6,28,0,0,1,1,0,0,0
9107,57,1.0,22000,2018,6,28,0,0,1,0,1,0,0
9109,34,1.0,23000,2018,6,28,0,0,1,0,0,1,0
9111,147,1.0,21100,2018,6,28,0,0,1,0,0,0,1
9125,124,1.0,22800,2018,6,29,0,0,1,1,0,0,0
9127,93,1.0,22200,2018,6,29,0,0,1,0,1,0,0
9129,45,1.0,23200,2018,6,29,0,0,1,0,0,1,0
9131,101,1.0,21600,2018,6,29,0,0,1,0,0,0,1
9145,206,1.0,20400,2018,6,30,0,0,1,1,0,0,0
9147,198,1.0,19700,2018,6,30,0,0,1,0,1,0,0
9149,185,1.0,19900,2018,6,30,0,0,1,0,0,1,0
9151,166,1.0,18000,2018,6,30,0,0,1,0,0,0,1
9165,72,1.0,25900,2018,7,2,0,0,1,1,0,0,0
9167,10,1.0,26000,2018,7,2,0,0,1,0,1,0,0
9169,95,1.0,24400,2018,7,2,0,0,1,0,0,1,0
9171,79,1.0,23700,2018,7,2,0,0,1,0,0,0,1
9185,257,1.0,23000,2018,7,3,0,0,1,1,0,0,0
9187,140,1.0,22700,2018,7,3,0,0,1,0,1,0,0
9189,67,1.0,22000,2018,7,3,0,0,1,0,0,1,0
9191,150,1.0,22400,2018,7,3,0,0,1,0,0,0,1
9203,140,1.0,24000,2018,7,4,0,0,1,1,0,0,0
9205,113,1.0,23500,2018,7,4,0,0,1,0,1,0,0
9207,66,1.0,23200,2018,7,4,0,0,1,0,0,1,0
9208,46,1.0,23500,2018,7,4,0,0,1,0,0,0,1
9224,277,1.0,22500,2018,7,5,0,0,1,1,0,0,0
9226,139,1.0,21900,2018,7,5,0,0,1,0,1,0,0
9228,90,1.0,22700,2018,7,5,0,0,1,0,0,1,0
9230,79,1.0,21400,2018,7,5,0,0,1,0,0,0,1
9245,178,1.0,23400,2018,7,6,0,0,1,1,0,0,0
9247,116,1.0,23800,2018,7,6,0,0,1,0,1,0,0
9249,132,1.0,23600,2018,7,6,0,0,1,0,0,1,0
9251,166,1.0,22200,2018,7,6,0,0,1,0,0,0,1
9263,200,1.0,22600,2018,7,7,0,0,1,1,0,0,0
9265,149,1.0,23400,2018,7,7,0,0,1,0,1,0,0
9267,100,1.0,21300,2018,7,7,0,0,1,0,0,1,0
9269,178,1.0,22000,2018,7,7,0,0,1,0,0,0,1
9284,181,1.0,22400,2018,7,9,0,0,1,1,0,0,0
9286,161,1.0,22200,2018,7,9,0,0,1,0,1,0,0
9288,69,1.0,22700,2018,7,9,0,0,1,0,0,1,0
9290,135,1.0,21900,2018,7,9,0,0,1,0,0,0,1
9304,176,1.0,22600,2018,7,10,0,0,1,1,0,0,0
9306,120,1.0,22300,2018,7,10,0,0,1,0,1,0,0
9308,158,1.0,21600,2018,7,10,0,0,1,0,0,1,0
9309,163,1.0,20900,2018,7,10,0,0,1,0,0,0,1
9324,216,1.0,21500,2018,7,11,0,0,1,1,0,0,0
9326,114,1.0,20900,2018,7,11,0,0,1,0,1,0,0
9328,159,1.0,20500,2018,7,11,0,0,1,0,0,1,0
9330,90,1.0,20300,2018,7,11,0,0,1,0,0,0,1
9345,306,1.0,20500,2018,7,12,0,0,1,1,0,0,0
9347,174,1.0,20700,2018,7,12,0,0,1,0,1,0,0
9349,102,1.0,20400,2018,7,12,0,0,1,0,0,1,0
9351,180,1.0,19500,2018,7,12,0,0,1,0,0,0,1
9364,286,1.0,22100,2018,7,13,0,0,1,1,0,0,0
9366,229,1.0,21300,2018,7,13,0,0,1,0,1,0,0
9368,271,1.0,21500,2018,7,13,0,0,1,0,0,1,0
9370,203,1.0,20800,2018,7,13,0,0,1,0,0,0,1
9384,435,1.0,21400,2018,7,14,0,0,1,1,0,0,0
9386,452,1.0,20600,2018,7,14,0,0,1,0,1,0,0
9388,443,1.0,20300,2018,7,14,0,0,1,0,0,1,0
9390,318,1.0,20000,2018,7,14,0,0,1,0,0,0,1
9404,303,1.0,22800,2018,7,16,0,0,1,1,0,0,0
9406,80,1.0,21600,2018,7,16,0,0,1,0,1,0,0
9408,270,1.0,21500,2018,7,16,0,0,1,0,0,1,0
9410,213,1.0,21800,2018,7,16,0,0,1,0,0,0,1
9423,345,1.0,21900,2018,7,17,0,0,1,1,0,0,0
9425,316,1.0,21700,2018,7,17,0,0,1,0,1,0,0
9427,300,1.0,20900,2018,7,17,0,0,1,0,0,1,0
9429,336,1.0,20500,2018,7,17,0,0,1,0,0,0,1
9443,321,1.0,20100,2018,7,18,0,0,1,1,0,0,0
9444,215,1.0,19800,2018,7,18,0,0,1,0,1,0,0
9446,173,1.0,19700,2018,7,18,0,0,1,0,0,1,0
9448,182,1.0,19300,2018,7,18,0,0,1,0,0,0,1
9464,218,1.0,21300,2018,7,19,0,0,1,1,0,0,0
9466,236,1.0,21500,2018,7,19,0,0,1,0,1,0,0
9468,245,1.0,19700,2018,7,19,0,0,1,0,0,1,0
9470,163,1.0,19800,2018,7,19,0,0,1,0,0,0,1
9484,279,1.0,20200,2018,7,20,0,0,1,1,0,0,0
9486,67,1.0,20100,2018,7,20,0,0,1,0,1,0,0
9488,198,1.0,19500,2018,7,20,0,0,1,0,0,1,0
9490,266,1.0,18600,2018,7,20,0,0,1,0,0,0,1
9504,194,1.0,22900,2018,7,21,0,0,1,1,0,0,0
9506,119,1.0,22300,2018,7,21,0,0,1,0,1,0,0
9508,177,1.0,22300,2018,7,21,0,0,1,0,0,1,0
9510,363,1.0,19800,2018,7,21,0,0,1,0,0,0,1
9524,216,1.0,23000,2018,7,23,0,0,1,1,0,0,0
9526,221,1.0,22500,2018,7,23,0,0,1,0,1,0,0
9528,125,1.0,22100,2018,7,23,0,0,1,0,0,1,0
9529,126,1.0,21800,2018,7,23,0,0,1,0,0,0,1
9545,194,1.0,21900,2018,7,24,0,0,1,1,0,0,0
9547,239,1.0,22100,2018,7,24,0,0,1,0,1,0,0
9549,135,1.0,21800,2018,7,24,0,0,1,0,0,1,0
9551,296,1.0,20300,2018,7,24,0,0,1,0,0,0,1
9564,245,1.0,22300,2018,7,25,0,0,1,1,0,0,0
9566,242,1.0,21700,2018,7,25,0,0,1,0,1,0,0
9568,56,1.0,22400,2018,7,25,0,0,1,0,0,1,0
9570,403,1.0,20500,2018,7,25,0,0,1,0,0,0,1
9584,148,1.0,22900,2018,7,26,0,0,1,1,0,0,0
9586,103,1.0,22300,2018,7,26,0,0,1,0,1,0,0
9588,34,1.0,24000,2018,7,26,0,0,1,0,0,1,0
9589,298,1.0,22200,2018,7,26,0,0,1,0,0,0,1
9604,175,1.0,23300,2018,7,27,0,0,1,1,0,0,0
9606,163,1.0,23900,2018,7,27,0,0,1,0,1,0,0
9608,94,1.0,23100,2018,7,27,0,0,1,0,0,1,0
9610,92,1.0,23100,2018,7,27,0,0,1,0,0,0,1
9625,171,1.0,23500,2018,7,30,0,0,1,1,0,0,0
9627,205,1.0,21700,2018,7,30,0,0,1,0,1,0,0
9629,67,1.0,22500,2018,7,30,0,0,1,0,0,1,0
9631,216,1.0,20500,2018,7,30,0,0,1,0,0,0,1
9644,152,1.0,21000,2018,7,31,0,0,1,1,0,0,0
9646,146,1.0,21500,2018,7,31,0,0,1,0,1,0,0
9648,56,1.0,21600,2018,7,31,0,0,1,0,0,1,0
9649,194,1.0,20000,2018,7,31,0,0,1,0,0,0,1
9665,113,1.0,22100,2018,8,1,0,0,1,1,0,0,0
9667,124,1.0,22300,2018,8,1,0,0,1,0,1,0,0
9669,173,1.0,20600,2018,8,1,0,0,1,0,0,1,0
9671,262,1.0,20100,2018,8,1,0,0,1,0,0,0,1
9683,114,1.0,22900,2018,8,2,0,0,1,1,0,0,0
9685,91,1.0,21900,2018,8,2,0,0,1,0,1,0,0
9686,45,1.0,21500,2018,8,2,0,0,1,0,0,1,0
9688,185,1.0,19000,2018,8,2,0,0,1,0,0,0,1
9704,80,1.0,23700,2018,8,3,0,0,1,1,0,0,0
9706,184,1.0,22800,2018,8,3,0,0,1,0,1,0,0
9708,109,1.0,22400,2018,8,3,0,0,1,0,0,1,0
9709,322,1.0,21900,2018,8,3,0,0,1,0,0,0,1
9729,188,1.0,23800,2018,8,4,0,0,1,1,0,0,0
9731,137,1.0,23000,2018,8,4,0,0,1,0,1,0,0
9733,80,1.0,23300,2018,8,4,0,0,1,0,0,1,0
9735,206,1.0,22500,2018,8,4,0,0,1,0,0,0,1
9746,244,1.0,25800,2018,8,6,0,0,1,1,0,0,0
9748,138,1.0,22800,2018,8,6,0,0,1,0,1,0,0
9750,173,1.0,23500,2018,8,6,0,0,1,0,0,1,0
9751,182,1.0,23100,2018,8,6,0,0,1,0,0,0,1
9766,59,1.0,24600,2018,8,7,0,0,1,1,0,0,0
9768,159,1.0,23100,2018,8,7,0,0,1,0,1,0,0
9770,91,1.0,23200,2018,8,7,0,0,1,0,0,1,0
9772,251,1.0,21900,2018,8,7,0,0,1,0,0,0,1
9783,95,1.0,23400,2018,8,8,0,0,1,1,0,0,0
9785,152,1.0,22400,2018,8,8,0,0,1,0,1,0,0
9787,127,1.0,22300,2018,8,8,0,0,1,0,0,1,0
9789,196,1.0,20600,2018,8,8,0,0,1,0,0,0,1
9805,70,1.0,22500,2018,8,9,0,0,1,1,0,0,0
