amount,weight,avg_price,yyyy,mm,dd,origin_부산(기장),origin_삼천포,origin_안흥,origin_제주도,origin_포항,standard_18미,standard_20미,standard_28미,standard_중
6449,130,15.0,43000,2019,1,18,1,0,0,0,0,0,1,0,0
6450,579,15.0,17300,2019,1,18,1,0,0,0,0,0,0,1,0
6453,403,15.0,18000,2019,1,18,0,1,0,0,0,0,0,1,0
6456,100,15.0,20000,2019,1,19,1,0,0,0,0,0,0,1,0
6457,2,15.0,50000,2019,1,21,1,0,0,0,0,1,0,0,0
6458,219,15.0,45000,2019,1,21,1,0,0,0,0,0,1,0,0
6459,1310,15.0,15300,2019,1,21,1,0,0,0,0,0,0,1,0
6460,263,15.0,26600,2019,1,21,1,0,0,0,0,0,0,0,1
6461,350,15.0,17000,2019,1,21,0,1,0,0,0,0,0,1,0
6467,50,15.0,55000,2019,1,22,1,0,0,0,0,1,0,0,0
6468,152,15.0,50000,2019,1,22,1,0,0,0,0,0,1,0,0
6471,780,15.0,19900,2019,1,22,1,0,0,0,0,0,0,1,0
6473,21,15.0,30000,2019,1,22,1,0,0,0,0,0,0,0,1
6475,312,15.0,42800,2019,1,23,1,0,0,0,0,0,1,0,0
6476,1345,15.0,18500,2019,1,23,1,0,0,0,0,0,0,1,0
6479,39,15.0,50000,2019,1,24,1,0,0,0,0,0,1,0,0
6480,414,15.0,18000,2019,1,24,1,0,0,0,0,0,0,1,0
6484,191,15.0,23400,2019,1,25,1,0,0,0,0,0,1,0,0
6485,1100,15.0,18000,2019,1,25,1,0,0,0,0,0,0,1,0
6490,48,15.0,50000,2019,1,26,1,0,0,0,0,1,0,0,0
6491,466,15.0,36800,2019,1,26,1,0,0,0,0,0,1,0,0
6493,1780,15.0,16400,2019,1,26,1,0,0,0,0,0,0,1,0
6495,143,15.0,39000,2019,1,28,1,0,0,0,0,0,1,0,0
6497,1250,15.0,16400,2019,1,28,1,0,0,0,0,0,0,1,0
6498,116,15.0,45000,2019,1,29,1,0,0,0,0,0,1,0,0
6499,767,15.0,19700,2019,1,29,1,0,0,0,0,0,0,1,0
6503,54,15.0,45000,2019,1,30,1,0,0,0,0,0,1,0,0
6509,60,15.0,58500,2019,1,31,1,0,0,0,0,0,1,0,0
6511,150,15.0,30000,2019,1,31,1,0,0,0,0,0,0,1,0
6518,184,15.0,45200,2019,2,1,1,0,0,0,0,0,1,0,0
6520,1210,15.0,25500,2019,2,1,1,0,0,0,0,0,0,1,0
6523,194,15.0,57100,2019,2,2,1,0,0,0,0,0,1,0,0
6524,863,15.0,25700,2019,2,2,1,0,0,0,0,0,0,1,0
6525,80,10.0,28000,2019,2,2,1,0,0,0,0,0,0,0,1
6527,71,15.0,40000,2019,2,8,1,0,0,0,0,0,1,0,0
6533,70,15.0,56400,2019,2,11,1,0,0,0,0,0,1,0,0
6536,2586,15.0,17300,2019,2,11,1,0,0,0,0,0,0,1,0
6539,35,10.0,50000,2019,2,12,1,0,0,0,0,1,0,0,0
6540,87,10.0,40000,2019,2,12,1,0,0,0,0,0,1,0,0
6541,115,15.0,52400,2019,2,12,1,0,0,0,0,0,1,0,0
6542,1362,15.0,14900,2019,2,12,1,0,0,0,0,0,0,1,0
6546,100,15.0,20000,2019,2,13,1,0,0,0,0,0,0,1,0
6550,60,15.0,55000,2019,2,14,1,0,0,0,0,1,0,0,0
6551,161,10.0,40000,2019,2,14,1,0,0,0,0,0,1,0,0
6552,336,15.0,34000,2019,2,14,1,0,0,0,0,0,1,0,0
6557,190,15.0,20100,2019,2,14,1,0,0,0,0,0,0,1,0
6558,2,10.0,10000,2019,2,14,1,0,0,0,0,0,0,0,1
6563,50,15.0,60000,2019,2,15,1,0,0,0,0,0,1,0,0
6565,187,10.0,22000,2019,2,15,1,0,0,0,0,0,0,1,0
6570,30,15.0,55000,2019,2,16,1,0,0,0,0,1,0,0,0
6571,161,15.0,47900,2019,2,16,1,0,0,0,0,0,1,0,0
6574,1,15.0,10000,2019,2,16,1,0,0,0,0,0,0,0,1
6578,72,10.0,40000,2019,2,18,1,0,0,0,0,0,1,0,0
6580,619,15.0,29700,2019,2,18,1,0,0,0,0,0,0,1,0
6585,32,15.0,30000,2019,2,19,1,0,0,0,0,1,0,0,0
6586,802,15.0,28300,2019,2,19,1,0,0,0,0,0,0,1,0
6587,21,15.0,23700,2019,2,19,1,0,0,0,0,0,0,0,1
6590,280,15.0,34300,2019,2,20,1,0,0,0,0,0,0,1,0
6595,70,15.0,25000,2019,2,21,1,0,0,0,0,0,0,1,0
6602,10,15.0,45000,2019,2,23,0,0,0,1,0,1,0,0,0
6610,1190,15.0,23800,2019,2,26,1,0,0,0,0,0,0,1,0
6614,280,15.0,42900,2019,2,27,1,0,0,0,0,0,1,0,0
6615,534,15.0,27000,2019,2,27,1,0,0,0,0,0,0,1,0
6621,325,15.0,33800,2019,2,28,1,0,0,0,0,0,1,0,0
6622,718,15.0,32500,2019,2,28,1,0,0,0,0,0,0,1,0
6629,168,10.0,36700,2019,3,1,1,0,0,0,0,0,1,0,0
6631,1381,15.0,26900,2019,3,1,1,0,0,0,0,0,0,1,0
6636,147,15.0,40000,2019,3,2,1,0,0,0,0,0,1,0,0
6638,695,15.0,20000,2019,3,2,1,0,0,0,0,0,0,1,0
6640,27,15.0,50000,2019,3,4,1,0,0,0,0,0,1,0,0
6641,843,15.0,20700,2019,3,4,1,0,0,0,0,0,0,1,0
6644,27,15.0,6000,2019,3,4,0,0,0,1,0,0,1,0,0
6645,12,15.0,30000,2019,3,4,0,0,0,1,0,0,0,0,1
6651,95,15.0,55000,2019,3,5,1,0,0,0,0,0,1,0,0
6653,337,15.0,19800,2019,3,5,1,0,0,0,0,0,0,1,0
6656,40,15.0,60000,2019,3,6,1,0,0,0,0,0,1,0,0
6657,248,15.0,25000,2019,3,6,1,0,0,0,0,0,0,1,0
6663,252,15.0,34000,2019,3,7,1,0,0,0,0,0,0,1,0
6670,124,15.0,35000,2019,3,8,1,0,0,0,0,0,0,1,0
6676,300,15.0,22300,2019,3,11,1,0,0,0,0,0,0,1,0
6681,493,15.0,20000,2019,3,11,0,1,0,0,0,0,0,0,1
6688,84,15.0,50000,2019,3,12,1,0,0,0,0,1,0,0,0
6689,179,15.0,50000,2019,3,12,1,0,0,0,0,0,1,0,0
6694,2,15.0,80000,2019,3,12,0,0,0,1,0,0,0,0,1
6704,50,15.0,35000,2019,3,14,1,0,0,0,0,0,0,1,0
6712,56,15.0,60000,2019,3,16,1,0,0,0,0,0,1,0,0
6719,4,15.0,120000,2019,3,16,0,0,0,1,0,0,0,0,1
6722,167,15.0,40000,2019,3,18,1,0,0,0,0,0,1,0,0
6724,132,15.0,35000,2019,3,18,1,0,0,0,0,0,0,1,0
6730,135,15.0,70300,2019,3,19,1,0,0,0,0,0,1,0,0
6732,10,15.0,30000,2019,3,19,0,0,0,1,0,0,0,0,1
6734,82,15.0,35000,2019,3,20,1,0,0,0,0,1,0,0,0
6735,250,15.0,39100,2019,3,20,1,0,0,0,0,0,1,0,0
6745,84,15.0,35000,2019,3,21,1,0,0,0,0,1,0,0,0
6746,694,15.0,39400,2019,3,21,1,0,0,0,0,0,1,0,0
6749,50,15.0,35000,2019,3,21,1,0,0,0,0,0,0,1,0
6758,165,15.0,41200,2019,3,22,1,0,0,0,0,0,1,0,0
6759,80,15.0,37600,2019,3,22,1,0,0,0,0,0,0,1,0
6774,342,15.0,55000,2019,3,27,1,0,0,0,0,0,1,0,0
6775,66,15.0,45000,2019,3,27,1,0,0,0,0,0,0,1,0
6783,2,15.0,40000,2019,3,28,1,0,0,0,0,1,0,0,0
6784,311,15.0,38700,2019,3,28,1,0,0,0,0,0,1,0,0
6787,64,15.0,40000,2019,3,28,1,0,0,0,0,0,0,1,0
6789,70,15.0,50000,2019,3,29,1,0,0,0,0,1,0,0,0
6790,300,15.0,40000,2019,3,29,1,0,0,0,0,0,1,0,0
6792,50,15.0,30000,2019,3,29,1,0,0,0,0,0,0,1,0
6794,129,15.0,5000,2019,3,29,1,0,0,0,0,0,0,0,1
6799,73,15.0,45000,2019,3,30,1,0,0,0,0,1,0,0,0
6800,61,15.0,40000,2019,3,30,1,0,0,0,0,0,1,0,0
6801,190,15.0,48700,2019,3,30,0,0,0,1,0,0,0,0,1
6804,231,20.0,40000,2019,4,1,1,0,0,0,0,1,0,0,0
6805,200,15.0,38800,2019,4,1,1,0,0,0,0,0,1,0,0
6806,123,20.0,45000,2019,4,1,1,0,0,0,0,0,1,0,0
6807,54,20.0,35000,2019,4,1,1,0,0,0,0,0,0,1,0
6834,367,15.0,51300,2019,4,5,1,0,0,0,0,0,1,0,0
6836,272,15.0,40100,2019,4,5,1,0,0,0,0,0,0,1,0
6845,23,15.0,22000,2019,4,6,0,0,0,1,0,0,1,0,0
6846,78,15.0,52800,2019,4,6,0,0,0,1,0,0,0,0,1
6849,797,15.0,37900,2019,4,8,1,0,0,0,0,0,1,0,0
6850,44,15.0,40000,2019,4,8,1,0,0,0,0,0,0,1,0
6852,8,15.0,15000,2019,4,8,0,0,0,1,0,1,0,0,0
6859,549,15.0,37200,2019,4,9,1,0,0,0,0,0,1,0,0
6860,46,15.0,25000,2019,4,9,1,0,0,0,0,0,0,1,0
6869,149,15.0,39200,2019,4,11,1,0,0,0,0,0,1,0,0
6883,50,15.0,50000,2019,4,13,1,0,0,0,0,1,0,0,0
6884,64,15.0,50000,2019,4,13,1,0,0,0,0,0,1,0,0
6885,160,15.0,35000,2019,4,13,1,0,0,0,0,0,0,1,0
6888,115,15.0,55000,2019,4,15,1,0,0,0,0,0,1,0,0
6889,337,15.0,35000,2019,4,15,1,0,0,0,0,0,0,1,0
6899,106,15.0,40000,2019,4,16,1,0,0,0,0,1,0,0,0
6900,91,15.0,34100,2019,4,16,1,0,0,0,0,0,1,0,0
6903,315,15.0,25500,2019,4,16,1,0,0,0,0,0,0,1,0
6908,50,15.0,30000,2019,4,17,1,0,0,0,0,1,0,0,0
6909,97,15.0,30100,2019,4,17,1,0,0,0,0,0,1,0,0
6910,21,15.0,60000,2019,4,17,1,0,0,0,0,0,0,1,0
6912,1,15.0,10000,2019,4,17,1,0,0,0,0,0,0,0,1
6918,309,15.0,60000,2019,4,18,1,0,0,0,0,0,1,0,0
6920,115,15.0,40000,2019,4,18,1,0,0,0,0,0,0,1,0
6923,4,15.0,8000,2019,4,18,0,0,0,1,0,1,0,0,0
6927,15,15.0,55000,2019,4,19,1,0,0,0,0,1,0,0,0
6928,24,15.0,45000,2019,4,19,1,0,0,0,0,0,1,0,0
6932,9,13.0,22000,2019,4,19,0,0,0,0,1,0,0,0,1
6933,45,15.0,10000,2019,4,19,0,0,0,0,1,0,0,0,1
6977,8,15.0,10000,2019,5,1,0,0,0,1,0,1,0,0,0
6978,23,15.0,22000,2019,5,1,0,0,0,0,1,0,0,0,1
6981,3,12.0,22000,2019,5,2,0,0,0,0,1,0,0,0,1
6992,64,15.0,90000,2019,5,3,0,0,0,1,0,0,0,0,1
6994,3,12.0,22000,2019,5,3,0,0,0,0,1,0,0,0,1
6999,159,15.0,52500,2019,5,4,0,0,0,1,0,0,0,0,1
7005,227,15.0,25000,2019,5,6,0,1,0,0,0,0,0,1,0
7009,80,15.0,30000,2019,5,6,0,0,0,1,0,0,1,0,0
7012,308,15.0,24400,2019,5,6,0,0,0,1,0,0,0,0,1
7014,6,15.0,80000,2019,5,7,0,1,0,0,0,0,1,0,0
7016,70,15.0,60000,2019,5,7,0,0,0,1,0,0,0,0,1
7019,10,15.0,15000,2019,5,8,0,0,0,0,1,0,0,0,1
7033,20,15.0,55000,2019,5,10,0,0,0,1,0,0,1,0,0
7034,149,15.0,65000,2019,5,10,0,0,0,1,0,0,0,0,1
7037,9,13.0,7000,2019,5,10,0,0,0,0,1,0,0,0,1
7038,46,15.0,15000,2019,5,10,0,0,0,0,1,0,0,0,1
7044,25,15.0,35000,2019,5,11,0,0,0,1,0,1,0,0,0
7046,157,15.0,28800,2019,5,11,0,0,0,1,0,0,0,0,1
7047,6,15.0,20000,2019,5,11,0,0,0,0,1,0,0,0,1
7052,13,15.0,65000,2019,5,13,0,0,0,1,0,0,0,0,1
7061,38,15.0,47900,2019,5,14,0,0,0,1,0,0,0,0,1
7062,15,15.0,18000,2019,5,14,0,0,0,0,1,1,0,0,0
7064,19,15.0,15000,2019,5,14,0,0,0,0,1,0,0,0,1
7072,62,15.0,52700,2019,5,15,0,0,0,1,0,0,0,0,1
7078,61,15.0,52500,2019,5,16,0,0,0,1,0,0,0,0,1
7079,1,15.0,10000,2019,5,16,0,0,0,0,1,0,0,0,1
7087,37,15.0,56100,2019,5,17,0,0,0,1,0,0,0,0,1
7092,67,15.0,49000,2019,5,18,0,0,0,1,0,0,0,0,1
7096,17,15.0,30000,2019,5,20,0,0,0,1,0,0,0,0,1
7124,26,15.0,20000,2019,5,22,0,0,0,0,1,0,0,0,1
7130,43,12.0,47000,2019,5,23,0,0,0,1,0,1,0,0,0
7132,4,12.0,51300,2019,5,23,0,0,0,1,0,0,0,0,1
7133,172,15.0,47400,2019,5,23,0,0,0,1,0,0,0,0,1
7140,35,15.0,50000,2019,5,24,0,1,0,0,0,1,0,0,0
7141,125,15.0,25000,2019,5,24,0,1,0,0,0,0,0,1,0
7144,4,15.0,48000,2019,5,24,0,0,0,1,0,0,1,0,0
7145,177,15.0,34500,2019,5,24,0,0,0,1,0,0,0,0,1
7148,29,15.0,20000,2019,5,24,0,0,0,0,1,0,0,0,1
7154,106,15.0,28300,2019,5,25,0,0,0,1,0,0,0,0,1
7156,45,10.0,50000,2019,5,27,0,0,0,1,0,0,0,0,1
7157,15,15.0,50000,2019,5,27,0,0,0,1,0,0,0,0,1
7158,286,15.0,16400,2019,5,27,0,0,0,0,1,0,0,0,1
7163,77,15.0,30000,2019,5,28,0,0,0,1,0,0,0,0,1
7164,535,15.0,13100,2019,5,28,0,0,0,0,1,0,0,0,1
7171,44,15.0,10000,2019,5,29,0,0,0,0,1,0,1,0,0
7176,30,15.0,42000,2019,5,30,0,0,0,1,0,1,0,0,0
7177,20,15.0,58000,2019,5,30,0,0,0,1,0,0,1,0,0
7178,78,15.0,45300,2019,5,30,0,0,0,1,0,0,0,0,1
7181,94,15.0,32000,2019,5,31,0,0,0,1,0,0,0,0,1
7183,27,15.0,16300,2019,5,31,0,0,0,0,1,0,0,0,1
7187,32,15.0,35000,2019,6,1,0,1,0,0,0,0,0,0,1
7188,70,15.0,55800,2019,6,1,0,0,0,1,0,0,0,0,1
7192,42,15.0,10000,2019,6,1,0,0,0,0,1,0,1,0,0
7193,2,15.0,40000,2019,6,1,0,0,0,0,1,0,0,0,1
7195,383,15.0,31400,2019,6,3,0,0,0,1,0,0,0,0,1
7202,210,15.0,35400,2019,6,4,0,0,0,1,0,0,0,0,1
7208,10,15.0,50000,2019,6,5,1,0,0,0,0,0,0,0,1
7210,2,15.0,40000,2019,6,5,0,0,0,1,0,0,1,0,0
7213,410,15.0,28700,2019,6,5,0,0,0,1,0,0,0,0,1
7215,10,15.0,30000,2019,6,6,0,0,0,1,0,0,0,0,1
7216,90,15.0,47600,2019,6,7,0,0,0,1,0,0,0,0,1
7221,195,15.0,38700,2019,6,8,0,0,0,1,0,0,0,0,1
7224,60,15.0,61700,2019,6,10,0,0,0,1,0,0,0,0,1
7230,104,15.0,49000,2019,6,11,0,0,0,1,0,0,0,0,1
7232,60,10.0,45000,2019,6,12,0,0,0,1,0,0,0,0,1
7233,189,15.0,46000,2019,6,12,0,0,0,1,0,0,0,0,1
7239,56,15.0,55000,2019,6,13,0,0,0,1,0,0,0,0,1
7246,42,15.0,60000,2019,6,14,0,0,0,1,0,1,0,0,0
7247,113,15.0,48200,2019,6,14,0,0,0,1,0,0,0,0,1
7255,74,15.0,57300,2019,6,15,0,0,0,1,0,0,0,0,1
7258,68,15.0,58900,2019,6,17,0,0,0,1,0,0,0,0,1
7263,41,15.0,55000,2019,6,18,0,0,0,1,0,0,0,0,1
7269,279,15.0,52900,2019,6,19,0,0,0,1,0,0,0,0,1
7274,1,8.0,45000,2019,6,20,0,0,0,1,0,1,0,0,0
7281,6,15.0,20000,2019,6,21,0,0,0,1,0,0,1,0,0
7283,86,15.0,54200,2019,6,21,0,0,0,1,0,0,0,0,1
7293,180,15.0,47300,2019,6,22,0,0,0,1,0,0,0,0,1
7294,3,15.0,40000,2019,6,22,0,0,0,0,1,0,0,0,1
7295,44,10.0,56000,2019,6,24,0,0,0,1,0,0,0,0,1
7310,82,15.0,50000,2019,6,26,0,0,0,1,0,1,0,0,0
7315,240,15.0,44800,2019,6,27,0,0,0,1,0,0,0,0,1
7320,109,15.0,43900,2019,6,28,0,0,0,1,0,0,0,0,1
7332,5,15.0,40000,2019,6,29,0,0,0,1,0,1,0,0,0
7335,46,15.0,68500,2019,6,29,0,0,0,1,0,0,0,0,1
7336,28,15.0,55000,2019,7,1,1,0,0,0,0,0,1,0,0
7337,84,15.0,40000,2019,7,1,1,0,0,0,0,0,0,1,0
7338,7,15.0,65000,2019,7,1,1,0,0,0,0,0,0,0,1
7339,30,10.0,47000,2019,7,1,0,0,0,1,0,0,0,0,1
7340,98,15.0,46600,2019,7,1,0,0,0,1,0,0,0,0,1
7346,1,10.0,8000,2019,7,6,0,0,1,0,0,0,0,0,1
7350,26,15.0,40000,2019,7,11,0,0,1,0,0,0,0,0,1
7354,39,15.0,42800,2019,7,12,0,0,1,0,0,0,0,0,1
7362,5,15.0,50000,2019,7,15,0,0,0,1,0,0,0,0,1
7372,31,10.0,33000,2019,7,18,0,0,1,0,0,0,0,0,1
7376,1,9.0,72000,2019,7,19,0,0,0,1,0,1,0,0,0
7380,8,10.0,31000,2019,7,20,0,0,1,0,0,0,0,0,1
7381,11,10.0,80000,2019,7,20,0,0,0,1,0,0,0,0,1
7383,1,10.0,35000,2019,7,23,0,0,0,1,0,0,0,0,1
7384,15,15.0,80000,2019,7,23,0,0,0,1,0,0,0,0,1
7390,18,10.0,62000,2019,7,24,0,0,0,1,0,0,0,0,1
7398,1,10.0,35000,2019,7,26,0,0,0,1,0,1,0,0,0
7407,13,10.0,10000,2019,8,7,0,0,1,0,0,0,0,0,1
7408,45,15.0,10000,2019,8,7,0,0,1,0,0,0,0,0,1
7412,4,5.0,10000,2019,8,9,0,0,1,0,0,0,1,0,0
7413,21,15.0,5000,2019,8,10,0,0,1,0,0,0,0,0,1
7416,2,15.0,35000,2019,8,16,0,0,0,1,0,0,0,0,1
7418,2,15.0,40000,2019,8,17,0,0,0,1,0,0,0,0,1
7424,18,15.0,36000,2019,8,20,0,0,0,1,0,1,0,0,0
7445,7,15.0,4000,2019,9,7,0,0,1,0,0,0,0,0,1
7451,71,15.0,27400,2019,9,16,0,0,1,0,0,0,0,0,1
7453,2,15.0,35000,2019,9,17,0,0,0,1,0,0,0,0,1
7455,1,15.0,30000,2019,10,11,0,0,0,1,0,0,0,0,1
7457,1,15.0,25000,2019,11,1,0,0,0,1,0,0,0,0,1
7459,4,15.0,22500,2019,11,5,0,0,0,1,0,0,0,0,1
7469,1,10.0,40000,2019,11,15,0,0,0,1,0,0,1,0,0
7476,6,15.0,18000,2019,11,18,0,0,0,1,0,1,0,0,0
7477,25,15.0,18000,2019,11,18,0,0,0,1,0,0,1,0,0
7485,50,15.0,50000,2019,12,7,1,0,0,0,0,0,1,0,0
7487,35,15.0,78000,2019,12,11,1,0,0,0,0,0,1,0,0
7488,35,15.0,10000,2019,12,11,0,1,0,0,0,0,0,0,1
7490,39,15.0,34000,2019,12,14,0,0,0,1,0,0,0,0,1
7496,1,15.0,40000,2019,12,18,0,0,0,1,0,0,0,0,1
7512,192,15.0,45000,2019,12,23,1,0,0,0,0,0,1,0,0
7520,5,15.0,110000,2020,1,2,1,0,0,0,0,0,1,0,0
7522,1,15.0,45000,2020,1,4,0,0,0,1,0,0,0,0,1
7530,4,15.0,40000,2020,1,7,0,0,0,1,0,0,0,0,1
7533,5,10.0,40000,2020,1,8,0,0,0,1,0,1,0,0,0
7534,6,10.0,40000,2020,1,8,0,0,0,1,0,0,1,0,0
7543,72,15.0,37500,2020,1,17,0,0,0,1,0,0,0,0,1
7545,8,15.0,50000,2020,1,21,0,0,0,1,0,0,0,0,1
7548,1,15.0,77000,2020,1,22,0,0,0,1,0,0,1,0,0
7550,1,15.0,39000,2020,1,23,0,0,0,1,0,0,0,0,1
7562,4,15.0,55000,2020,2,6,0,0,0,1,0,0,0,0,1
7569,28,15.0,74000,2020,2,12,0,0,0,1,0,0,1,0,0
7620,18,15.0,55000,2020,3,5,0,0,0,1,0,1,0,0,0
7626,4,15.0,68000,2020,3,7,0,0,0,1,0,1,0,0,0
7627,10,15.0,68000,2020,3,7,0,0,0,1,0,0,0,0,1
7632,9,20.0,70000,2020,3,9,0,0,0,1,0,1,0,0,0
7633,1,20.0,40000,2020,3,9,0,0,0,1,0,0,1,0,0
7643,14,15.0,68000,2020,3,11,0,0,0,1,0,1,0,0,0
7649,6,15.0,87000,2020,3,13,0,0,0,1,0,0,0,0,1
7656,5,15.0,87000,2020,3,14,0,0,0,1,0,0,1,0,0
7662,2,15.0,40000,2020,3,16,0,0,0,1,0,0,0,0,1
7669,1,15.0,70000,2020,3,19,0,0,0,1,0,1,0,0,0
7673,1,15.0,30000,2020,3,20,0,0,0,1,0,0,0,0,1
7677,13,15.0,80000,2020,3,21,0,1,0,0,0,1,0,0,0
7682,4,15.0,60800,2020,3,21,0,0,0,1,0,1,0,0,0
7688,2,10.0,36000,2020,3,23,0,0,0,1,0,0,1,0,0
7697,133,15.0,54100,2020,3,25,0,0,0,1,0,1,0,0,0
7698,3,15.0,34700,2020,3,25,0,0,0,1,0,0,1,0,0
7705,149,15.0,53000,2020,3,26,0,0,0,1,0,1,0,0,0
7709,1,15.0,28000,2020,3,27,0,0,0,1,0,0,1,0,0
7712,4,15.0,55000,2020,3,28,0,0,0,1,0,0,1,0,0
7715,1,15.0,26000,2020,3,31,0,0,0,1,0,1,0,0,0
7720,11,15.0,17000,2020,4,2,0,0,0,1,0,0,1,0,0
7721,3,15.0,100000,2020,4,2,0,0,0,1,0,0,0,0,1
7724,4,10.0,37000,2020,4,3,0,0,0,1,0,1,0,0,0
7725,3,15.0,27000,2020,4,3,0,0,0,1,0,0,1,0,0
7742,13,15.0,30000,2020,4,8,0,0,0,1,0,1,0,0,0
7752,2,15.0,55000,2020,4,10,0,0,0,1,0,1,0,0,0
7771,14,15.0,50000,2020,4,18,0,0,0,1,0,1,0,0,0
7772,6,15.0,38000,2020,4,18,0,0,0,1,0,0,1,0,0
7778,31,15.0,50200,2020,4,20,0,0,0,1,0,1,0,0,0
7779,5,15.0,50000,2020,4,20,0,0,0,1,0,0,1,0,0
7782,7,15.0,45000,2020,4,21,0,0,0,1,0,1,0,0,0
7783,13,15.0,45000,2020,4,21,0,0,0,1,0,0,1,0,0
7792,2,15.0,50000,2020,4,22,0,0,0,1,0,1,0,0,0
7793,6,15.0,36000,2020,4,22,0,0,0,1,0,0,1,0,0
7799,2,15.0,20000,2020,4,23,0,0,0,1,0,0,1,0,0
7805,8,15.0,30000,2020,4,24,0,0,0,1,0,1,0,0,0
7806,2,15.0,30000,2020,4,24,0,0,0,1,0,0,1,0,0
7813,1,10.0,70000,2020,4,25,0,0,0,1,0,1,0,0,0
7814,2,15.0,42000,2020,4,25,0,0,0,1,0,1,0,0,0
7815,1,15.0,42000,2020,4,25,0,0,0,1,0,0,1,0,0
7841,8,15.0,25000,2020,5,4,0,0,0,1,0,1,0,0,0
7847,1,15.0,28000,2020,5,5,0,0,0,1,0,1,0,0,0
7857,10,15.0,21200,2020,5,11,0,0,0,1,0,1,0,0,0
7880,50,10.0,42000,2020,5,18,0,0,0,1,0,0,1,0,0
7919,10,10.0,53000,2020,6,2,0,0,0,1,0,1,0,0,0
7936,5,10.0,65000,2020,6,9,0,0,0,1,0,0,1,0,0
7940,48,10.0,10000,2020,6,10,0,1,0,0,0,1,0,0,0
7951,2,10.0,30000,2020,6,11,0,0,0,1,0,1,0,0,0
7963,52,15.0,41100,2020,6,13,0,0,0,1,0,1,0,0,0
7967,11,15.0,41100,2020,6,15,0,0,0,1,0,1,0,0,0
7973,67,10.0,22000,2020,6,16,0,0,0,1,0,1,0,0,0
7982,6,10.0,40300,2020,6,17,0,0,0,1,0,0,0,0,1
8000,24,12.0,18000,2020,6,20,0,0,0,1,0,1,0,0,0
8015,6,10.0,23000,2020,6,22,0,0,0,1,0,1,0,0,0
8016,4,15.0,26500,2020,6,22,0,0,0,1,0,0,0,0,1
8020,10,10.0,40000,2020,6,23,0,0,0,1,0,0,1,0,0
8023,1,10.0,50000,2020,6,23,0,0,0,1,0,0,0,1,0
8030,18,10.0,15000,2020,6,24,0,0,0,1,0,1,0,0,0
8031,170,10.0,24500,2020,6,24,0,0,0,1,0,0,1,0,0
8040,52,15.0,22000,2020,6,25,0,0,1,0,0,0,1,0,0
8048,7,10.0,45000,2020,6,26,0,0,0,1,0,0,0,0,1
8053,26,10.0,28000,2020,6,27,0,0,0,1,0,0,1,0,0
8079,1,10.0,35000,2020,7,3,0,0,0,1,0,0,1,0,0
8087,2,10.0,20000,2020,7,4,0,0,0,1,0,1,0,0,0
8089,2,10.0,20000,2020,7,4,0,0,0,1,0,0,1,0,0
8095,4,10.0,28000,2020,7,6,0,0,0,1,0,0,1,0,0
8096,2,10.0,42000,2020,7,6,0,0,0,1,0,0,0,0,1
8111,5,5.0,20800,2020,7,8,0,0,1,0,0,0,0,0,1
8114,4,10.0,50000,2020,7,8,0,0,0,1,0,1,0,0,0
8126,12,10.0,32000,2020,7,10,0,0,0,1,0,1,0,0,0
8133,20,10.0,46600,2020,7,11,0,0,0,1,0,1,0,0,0
8134,1,10.0,43000,2020,7,11,0,0,0,1,0,0,1,0,0
8141,24,10.0,20000,2020,7,13,0,0,1,0,0,0,0,0,1
8143,23,15.0,12000,2020,7,13,0,0,0,1,0,1,0,0,0
8155,5,10.0,48000,2020,7,16,0,0,0,1,0,1,0,0,0
8163,20,10.0,48000,2020,7,17,0,0,0,1,0,1,0,0,0
8165,22,10.0,33000,2020,7,17,0,0,0,1,0,0,1,0,0
8175,6,10.0,15000,2020,7,18,0,0,0,1,0,1,0,0,0
8176,1,10.0,15000,2020,7,18,0,0,0,1,0,0,1,0,0
8182,23,10.0,50000,2020,7,20,1,0,0,0,0,0,1,0,0
8190,19,15.0,11000,2020,7,20,0,0,0,1,0,1,0,0,0
8199,1,10.0,8000,2020,7,21,0,0,0,1,0,1,0,0,0
8207,1,10.0,45000,2020,7,22,0,0,0,1,0,0,0,0,1
8214,1,10.0,15000,2020,7,23,0,0,0,1,0,1,0,0,0
8235,1,15.0,18000,2020,7,30,0,0,0,1,0,0,1,0,0
8242,10,15.0,22000,2020,8,3,1,0,0,0,0,1,0,0,0
8243,150,15.0,33000,2020,8,3,1,0,0,0,0,0,1,0,0
8252,5,10.0,20000,2020,8,4,0,0,0,1,0,1,0,0,0
8253,2,10.0,23000,2020,8,4,0,0,0,1,0,0,0,0,1
8320,19,10.0,35000,2020,8,15,0,0,1,0,0,0,1,0,0
8332,1,15.0,7000,2020,8,17,0,0,0,1,0,0,0,0,1
8350,2,10.0,12000,2020,8,19,0,0,0,1,0,0,1,0,0
8355,42,10.0,10600,2020,8,20,0,0,1,0,0,0,0,0,1
8388,40,15.0,40000,2020,8,26,1,0,0,0,0,0,1,0,0
8419,4,15.0,25000,2020,9,2,0,0,0,1,0,0,0,0,1
8448,1,15.0,40000,2020,9,7,0,0,0,1,0,0,0,0,1
8479,130,15.0,49800,2020,9,14,1,0,0,0,0,0,1,0,0
8484,1,15.0,45000,2020,9,14,0,0,0,1,0,0,0,0,1
